,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
352790,C567690,23207,LUNCH BAG ALPHABET DESIGN,-4,2011-09-21 17:01:00,1.65,15810.0,United Kingdom
367286,C568879,23207,LUNCH BAG ALPHABET DESIGN,-82,2011-09-29 12:38:00,1.45,14680.0,United Kingdom
378640,C569655,23207,LUNCH BAG ALPHABET DESIGN,-2,2011-10-05 12:58:00,1.65,14534.0,United Kingdom
385917,C570221,23207,LUNCH BAG ALPHABET DESIGN,-9,2011-10-09 12:56:00,1.65,13113.0,United Kingdom
387472,C570290,23207,LUNCH BAG ALPHABET DESIGN,-10,2011-10-10 11:54:00,1.65,14665.0,United Kingdom
422516,C573092,23207,LUNCH BAG ALPHABET DESIGN,-66,2011-10-27 14:38:00,1.45,13791.0,United Kingdom
516520,C579926,23207,LUNCH BAG ALPHABET DESIGN,-2,2011-12-01 09:19:00,1.65,14389.0,United Kingdom
516557,C579931,23207,LUNCH BAG ALPHABET DESIGN,-10,2011-12-01 09:39:00,1.65,13115.0,United Kingdom
164795,C550672,23199,JUMBO BAG APPLES,-100,2011-04-20 10:10:00,1.79,12457.0,Switzerland
182722,C552564,23199,JUMBO BAG APPLES,-200,2011-05-10 11:55:00,1.79,13694.0,United Kingdom
194246,C553562,23199,JUMBO BAG APPLES,-1,2011-05-17 17:26:00,2.08,13534.0,United Kingdom
201071,C554266,23199,JUMBO BAG APPLES,-2,2011-05-23 12:48:00,2.08,12474.0,Germany
201873,C554336,23199,JUMBO BAG APPLES,-2,2011-05-23 17:20:00,2.08,12474.0,Germany
211564,C555384,23199,JUMBO BAG APPLES,-1,2011-06-02 15:20:00,2.08,13534.0,United Kingdom
287229,C562097,23199,JUMBO BAG APPLES,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom
309588,C564104,23199,JUMBO BAG APPLES,-10,2011-08-23 10:38:00,2.08,12530.0,Germany
319942,C564946,23199,JUMBO BAG APPLES,-3,2011-08-31 13:27:00,2.08,13534.0,United Kingdom
337762,C566467,23199,JUMBO BAG APPLES,-14,2011-09-12 18:04:00,2.08,14688.0,United Kingdom
337782,C566470,23199,JUMBO BAG APPLES,-1,2011-09-12 18:16:00,2.08,13136.0,United Kingdom
352798,C567690,23199,JUMBO BAG APPLES,-9,2011-09-21 17:01:00,2.08,15810.0,United Kingdom
367371,C568884,23199,JUMBO BAG APPLES,-50,2011-09-29 12:49:00,1.79,14680.0,United Kingdom
380291,C569743,23199,JUMBO BAG APPLES,-120,2011-10-06 10:57:00,1.79,15769.0,United Kingdom
405018,C571707,23199,JUMBO BAG APPLES,-1,2011-10-18 15:33:00,2.08,14056.0,United Kingdom
414048,C572334,23199,JUMBO BAG APPLES,-100,2011-10-24 10:25:00,1.79,14607.0,United Kingdom
414586,C572469,23199,JUMBO BAG APPLES,-1,2011-10-24 13:31:00,2.08,13534.0,United Kingdom
440077,C574505,23199,JUMBO BAG APPLES,-1,2011-11-04 13:22:00,2.08,13534.0,United Kingdom
451770,C575224,23199,JUMBO BAG APPLES,-100,2011-11-09 11:41:00,1.79,17511.0,United Kingdom
472193,C576670,23199,JUMBO BAG APPLES,-1,2011-11-16 11:55:00,2.08,16393.0,United Kingdom
516522,C579926,23199,JUMBO BAG APPLES,-5,2011-12-01 09:19:00,2.08,14389.0,United Kingdom
156883,C550181,23206,LUNCH BAG APPLE DESIGN,-5,2011-04-14 17:43:00,1.65,13069.0,United Kingdom
205199,C554716,23206,LUNCH BAG APPLE DESIGN,-1,2011-05-26 11:03:00,1.65,nan,United Kingdom
217765,C555935,23206,LUNCH BAG APPLE DESIGN,-20,2011-06-08 09:14:00,1.65,12567.0,France
243326,C558444,23206,LUNCH BAG APPLE DESIGN,-1,2011-06-29 13:29:00,1.45,15311.0,United Kingdom
270077,C560540,23206,LUNCH BAG APPLE DESIGN,-1,2011-07-19 12:26:00,1.65,12415.0,Australia
271254,C560652,23206,LUNCH BAG APPLE DESIGN,-1,2011-07-20 11:39:00,1.65,16393.0,United Kingdom
288269,C562147,23206,LUNCH BAG APPLE DESIGN,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom
297544,C562953,23206,LUNCH BAG APPLE DESIGN,-1,2011-08-11 10:12:00,1.65,16180.0,United Kingdom
343174,C566941,23206,LUNCH BAG APPLE DESIGN,-1,2011-09-15 16:14:00,1.65,13136.0,United Kingdom
352791,C567690,23206,LUNCH BAG APPLE DESIGN,-10,2011-09-21 17:01:00,1.65,15810.0,United Kingdom
385918,C570221,23206,LUNCH BAG APPLE DESIGN,-10,2011-10-09 12:56:00,1.65,13113.0,United Kingdom
431864,C573764,23206,LUNCH BAG APPLE DESIGN,-2,2011-11-01 09:56:00,1.65,13032.0,United Kingdom
486856,C577750,23206,LUNCH BAG APPLE DESIGN,-5,2011-11-21 14:30:00,1.65,12878.0,United Kingdom
156884,C550181,23204,CHARLOTTE BAG APPLES DESIGN,-5,2011-04-14 17:43:00,0.85,13069.0,United Kingdom
214676,C555600,23204,CHARLOTTE BAG APPLES DESIGN,-3,2011-06-06 11:17:00,0.85,12633.0,Germany
288295,C562149,23204,CHARLOTTE BAG APPLES DESIGN,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom
337760,C566467,23204,CHARLOTTE BAG APPLES DESIGN,-19,2011-09-12 18:04:00,0.85,14688.0,United Kingdom
367284,C568879,23204,CHARLOTTE BAG APPLES DESIGN,-50,2011-09-29 12:38:00,0.72,14680.0,United Kingdom
414044,C572334,23204,CHARLOTTE BAG APPLES DESIGN,-100,2011-10-24 10:25:00,0.72,14607.0,United Kingdom
486857,C577750,23204,CHARLOTTE BAG APPLES DESIGN,-6,2011-11-21 14:30:00,0.85,12878.0,United Kingdom
516521,C579926,23204,CHARLOTTE BAG APPLES DESIGN,-2,2011-12-01 09:19:00,0.72,14389.0,United Kingdom
217763,C555935,23208,LUNCH BAG VINTAGE LEAF DESIGN,-10,2011-06-08 09:14:00,1.65,12567.0,France
352740,C567681,23208,LUNCH BAG VINTAGE LEAF DESIGN,-2,2011-09-21 16:24:00,1.65,15433.0,United Kingdom
352792,C567690,23208,LUNCH BAG VINTAGE LEAF DESIGN,-8,2011-09-21 17:01:00,1.65,15810.0,United Kingdom
367285,C568879,23208,LUNCH BAG VINTAGE LEAF DESIGN,-53,2011-09-29 12:38:00,1.45,14680.0,United Kingdom
341597,566764,23065,missing,-13,2011-09-14 17:49:00,0.0,nan,United Kingdom
480942,C577327,23065,LARGE DECO JEWELLERY STAND,-1,2011-11-18 14:13:00,12.5,17779.0,United Kingdom
165032,550757,16202B,missing,-9,2011-04-20 12:08:00,0.0,nan,United Kingdom
209732,C555268,23057,BEADED CHANDELIER T-LIGHT HOLDER,-1,2011-06-01 16:17:00,4.95,18257.0,United Kingdom
402444,C571499,23057,BEADED CHANDELIER T-LIGHT HOLDER,-48,2011-10-17 15:07:00,4.15,12454.0,Spain
414130,C572343,23057,BEADED CHANDELIER T-LIGHT HOLDER,-96,2011-10-24 10:40:00,1.5,14607.0,United Kingdom
418908,C572754,23057,BEADED CHANDELIER T-LIGHT HOLDER,-48,2011-10-25 17:29:00,1.0,15482.0,United Kingdom
473390,C576831,23057,BEADED CHANDELIER T-LIGHT HOLDER,-144,2011-11-16 14:56:00,1.0,12748.0,United Kingdom
487787,C577779,23057,BEADED CHANDELIER T-LIGHT HOLDER,-96,2011-11-21 16:11:00,1.0,nan,United Kingdom
487977,577789,23057,rusty throw away,-280,2011-11-21 16:28:00,0.0,nan,United Kingdom
228905,C556966,23253,16 PIECE CUTLERY SET PANTRY DESIGN,-1,2011-06-16 09:55:00,15.95,13523.0,United Kingdom
300952,C563226,23253,16 PIECE CUTLERY SET PANTRY DESIGN,-1,2011-08-14 14:36:00,15.95,13116.0,United Kingdom
211336,C555365,23066,SMALL DECO JEWELLERY STAND,-1,2011-06-02 14:24:00,8.25,15791.0,United Kingdom
331029,565938,23066,missing,-13,2011-09-08 10:54:00,0.0,nan,United Kingdom
203629,C554529,23075,PARLOUR CERAMIC WALL HOOK,-1,2011-05-24 17:27:00,4.15,14226.0,United Kingdom
268322,C560409,23075,PARLOUR CERAMIC WALL HOOK,-4,2011-07-18 14:24:00,4.15,16717.0,United Kingdom
314788,C564655,23075,PARLOUR CERAMIC WALL HOOK,-14,2011-08-26 14:35:00,4.15,13159.0,United Kingdom
352934,C567704,23075,PARLOUR CERAMIC WALL HOOK,-4,2011-09-22 09:41:00,4.15,17716.0,United Kingdom
436423,C574137,23075,PARLOUR CERAMIC WALL HOOK,-10,2011-11-03 11:21:00,4.15,14505.0,United Kingdom
523865,C580522,23075,PARLOUR CERAMIC WALL HOOK,-1,2011-12-04 14:59:00,4.15,13435.0,United Kingdom
352938,C567704,23153,ZINC SWEETHEART WIRE LETTER RACK,-4,2011-09-22 09:41:00,3.75,17716.0,United Kingdom
302069,C563375,23073,GEORGIAN TRINKET BOX,-1,2011-08-16 10:27:00,12.5,14911.0,EIRE
172689,C551551,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-05-03 10:08:00,3.29,17841.0,United Kingdom
184805,C552709,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-05-10 16:27:00,3.29,12886.0,United Kingdom
203637,C554532,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-05-24 17:32:00,3.29,14194.0,United Kingdom
214037,C555563,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-06-05 14:48:00,3.29,17841.0,United Kingdom
214670,C555596,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,2011-06-06 10:17:00,3.29,17644.0,United Kingdom
217077,C555877,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,2011-06-07 15:28:00,3.29,16218.0,United Kingdom
225279,C556643,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-06-13 15:48:00,3.29,17841.0,United Kingdom
227398,C556869,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,2011-06-15 11:46:00,3.29,13199.0,United Kingdom
229272,C557022,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-06-16 12:56:00,3.29,16942.0,United Kingdom
229419,C557043,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-06-16 14:33:00,3.29,14245.0,United Kingdom
234400,C557516,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-06-20 17:07:00,3.29,17651.0,United Kingdom
238577,C557943,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-06-23 16:09:00,3.29,14217.0,United Kingdom
246858,C558736,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-07-01 15:14:00,3.29,18075.0,United Kingdom
252965,C559149,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,2011-07-06 14:47:00,3.29,17469.0,United Kingdom
263236,C559952,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-07-14 10:57:00,3.29,17696.0,United Kingdom
270324,C560561,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-07-19 13:28:00,3.29,17651.0,United Kingdom
274375,C560905,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-07-21 17:54:00,3.29,13468.0,United Kingdom
394935,C570889,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-10-13 10:49:00,3.29,13954.0,United Kingdom
468957,C576561,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-11-15 13:22:00,2.89,15311.0,United Kingdom
484965,C577547,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-11-20 14:48:00,3.29,17841.0,United Kingdom
516380,C579886,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-11-30 17:39:00,3.29,15676.0,United Kingdom
516733,C579944,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-12-01 10:38:00,3.29,15021.0,United Kingdom
280155,C561379,23061,VINTAGE EMBOSSED HEART,-3,2011-07-26 17:12:00,1.25,13668.0,United Kingdom
221896,556289,20823,missing,-102,2011-06-10 09:23:00,0.0,nan,United Kingdom
166266,550908,20827,damages,-68,2011-04-21 12:39:00,0.0,nan,United Kingdom
402446,C571499,23055,IVORY CHANDELIER T-LIGHT HOLDER,-48,2011-10-17 15:07:00,5.39,12454.0,Spain
414132,C572343,23055,IVORY CHANDELIER T-LIGHT HOLDER,-96,2011-10-24 10:40:00,1.5,14607.0,United Kingdom
418910,C572754,23055,IVORY CHANDELIER T-LIGHT HOLDER,-48,2011-10-25 17:29:00,1.0,15482.0,United Kingdom
473392,C576831,23055,IVORY CHANDELIER T-LIGHT HOLDER,-144,2011-11-16 14:56:00,1.0,12748.0,United Kingdom
487789,C577779,23055,IVORY CHANDELIER T-LIGHT HOLDER,-96,2011-11-21 16:11:00,1.0,nan,United Kingdom
487975,577787,23055,rusty thrown away,-398,2011-11-21 16:28:00,0.0,nan,United Kingdom
197428,C553906,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-2,2011-05-19 18:13:00,6.25,16554.0,United Kingdom
382904,C569975,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-1,2011-10-06 19:25:00,6.25,14333.0,United Kingdom
402445,C571499,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-48,2011-10-17 15:07:00,5.39,12454.0,Spain
414131,C572343,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-240,2011-10-24 10:40:00,5.39,14607.0,United Kingdom
418909,C572754,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-48,2011-10-25 17:29:00,1.0,15482.0,United Kingdom
473391,C576831,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-144,2011-11-16 14:56:00,1.0,12748.0,United Kingdom
487788,C577779,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-96,2011-11-21 16:11:00,1.0,nan,United Kingdom
487976,577788,23056,rusty throw away,-210,2011-11-21 16:28:00,0.0,nan,United Kingdom
214890,C555636,23140,TRIPLE WIRE HOOK IVORY HEART,-12,2011-06-06 12:33:00,4.15,15073.0,United Kingdom
344435,567063,23135,missing,-27,2011-09-16 11:50:00,0.0,nan,United Kingdom
176837,C552029,23132,SMALL IVORY HEART WALL ORGANISER,-1,2011-05-05 18:11:00,5.75,15622.0,United Kingdom
197419,C553906,23132,SMALL IVORY HEART WALL ORGANISER,-2,2011-05-19 18:13:00,5.75,16554.0,United Kingdom
297942,C562962,23132,SMALL IVORY HEART WALL ORGANISER,-1,2011-08-11 10:26:00,5.75,17579.0,United Kingdom
363800,C568584,23071,MARIE ANTOINETTE TRINKET BOX GOLD,-1,2011-09-28 10:13:00,12.5,15706.0,United Kingdom
382903,C569975,23071,MARIE ANTOINETTE TRINKET BOX GOLD,-3,2011-10-06 19:25:00,12.5,14333.0,United Kingdom
402442,C571499,23071,MARIE ANTOINETTE TRINKET BOX GOLD,-48,2011-10-17 15:07:00,6.5,12454.0,Spain
418907,C572754,23071,MARIE ANTOINETTE TRINKET BOX GOLD,-24,2011-10-25 17:29:00,3.0,15482.0,United Kingdom
467819,576367,23071,damages,-65,2011-11-14 18:31:00,0.0,nan,United Kingdom
171757,C551463,23152,IVORY SWEETHEART WIRE LETTER RACK ,-2,2011-04-28 16:13:00,3.75,13534.0,United Kingdom
352939,C567704,23152,IVORY SWEETHEART WIRE LETTER RACK ,-4,2011-09-22 09:41:00,3.75,17716.0,United Kingdom
374642,569393,23152,missing,-23,2011-10-03 17:15:00,0.0,nan,United Kingdom
396190,C571059,23152,IVORY SWEETHEART WIRE LETTER RACK ,-1,2011-10-13 14:27:00,3.75,17813.0,United Kingdom
447995,C574999,23133,LARGE IVORY HEART WALL ORGANISER,-1,2011-11-08 11:06:00,8.25,17289.0,United Kingdom
214669,C555596,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-2,2011-06-06 10:17:00,1.45,17644.0,United Kingdom
217076,C555877,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-2,2011-06-07 15:28:00,1.45,16218.0,United Kingdom
225257,C556640,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-2,2011-06-13 15:44:00,1.45,13148.0,United Kingdom
263235,C559952,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-7,2011-07-14 10:57:00,1.45,17696.0,United Kingdom
271257,C560654,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-1,2011-07-20 11:40:00,1.45,16255.0,United Kingdom
362655,C568516,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-1,2011-09-27 12:45:00,1.45,14456.0,United Kingdom
225258,C556640,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-06-13 15:44:00,0.83,13148.0,United Kingdom
229418,C557043,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-06-16 14:33:00,0.83,14245.0,United Kingdom
252197,C559079,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-07-06 10:44:00,0.83,17841.0,United Kingdom
319831,C564903,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-08-31 12:05:00,0.83,16984.0,United Kingdom
362247,C568412,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-09-27 10:54:00,0.83,14456.0,United Kingdom
424162,C573228,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-10-28 11:54:00,0.83,16764.0,United Kingdom
484964,C577547,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-7,2011-11-20 14:48:00,0.83,17841.0,United Kingdom
182572,C552556,23144,ZINC T-LIGHT HOLDER STARS SMALL,-24,2011-05-10 11:21:00,0.83,17504.0,United Kingdom
313376,C564488,23144,ZINC T-LIGHT HOLDER STARS SMALL,-9,2011-08-25 14:12:00,0.83,16859.0,United Kingdom
540449,C581490,23144,ZINC T-LIGHT HOLDER STARS SMALL,-11,2011-12-09 09:57:00,0.83,14397.0,United Kingdom
171758,C551463,23142,IVORY WIRE KITCHEN ORGANISER,-1,2011-04-28 16:13:00,10.4,13534.0,United Kingdom
203650,C554540,23142,IVORY WIRE KITCHEN ORGANISER,-1,2011-05-24 17:49:00,9.15,15125.0,United Kingdom
512879,C579519,23139,SINGLE WIRE HOOK PINK HEART,-12,2011-11-29 18:11:00,1.45,12748.0,United Kingdom
214891,C555636,23138,SINGLE WIRE HOOK IVORY HEART,-12,2011-06-06 12:33:00,1.45,15073.0,United Kingdom
184804,C552709,23150,IVORY SWEETHEART SOAP DISH,-1,2011-05-10 16:27:00,2.49,12886.0,United Kingdom
313375,C564488,23145,ZINC T-LIGHT HOLDER STAR LARGE,-10,2011-08-25 14:12:00,0.95,16859.0,United Kingdom
400583,C571319,23145,ZINC T-LIGHT HOLDER STAR LARGE,-1,2011-10-17 10:50:00,0.95,17164.0,United Kingdom
271822,560722,16049,missing,-31,2011-07-20 13:37:00,0.0,nan,United Kingdom
201757,554321,16244B,missing,-5,2011-05-23 15:32:00,0.0,nan,United Kingdom
377449,C569553,23131,MISTLETOE HEART WREATH CREAM,-1,2011-10-04 17:48:00,4.15,16362.0,United Kingdom
397026,571116,23131,missing,-49,2011-10-13 17:46:00,0.0,nan,United Kingdom
446504,C574900,23131,MISTLETOE HEART WREATH CREAM,-5,2011-11-07 15:11:00,4.15,17014.0,United Kingdom
497569,578426,23131,missing,-12,2011-11-24 12:03:00,0.0,nan,United Kingdom
288195,C562142,23163,REGENCY SUGAR TONGS,-7,2011-08-03 10:37:00,2.08,15189.0,United Kingdom
290358,C562375,23163,REGENCY SUGAR TONGS,-48,2011-08-04 14:46:00,2.08,14911.0,EIRE
267873,C560365,23284,DOORMAT KEEP CALM AND COME IN,-1,2011-07-18 12:17:00,7.95,14390.0,United Kingdom
283806,561805,23284,missing,-15,2011-07-29 14:42:00,0.0,nan,United Kingdom
352779,C567688,23284,DOORMAT KEEP CALM AND COME IN,-6,2011-09-21 16:48:00,6.75,13282.0,United Kingdom
374632,C569387,23284,DOORMAT KEEP CALM AND COME IN,-200,2011-10-03 16:49:00,7.08,14031.0,United Kingdom
414035,C572334,23284,DOORMAT KEEP CALM AND COME IN,-10,2011-10-24 10:25:00,7.08,14607.0,United Kingdom
439463,C574473,23284,DOORMAT KEEP CALM AND COME IN,-2,2011-11-04 12:05:00,8.25,15809.0,United Kingdom
448018,C575004,23284,DOORMAT KEEP CALM AND COME IN,-4,2011-11-08 11:17:00,8.25,13587.0,United Kingdom
531808,C580968,23284,DOORMAT KEEP CALM AND COME IN,-2,2011-12-06 14:57:00,8.25,15622.0,United Kingdom
275796,C561012,23283,DOORMAT VINTAGE LEAF,-1,2011-07-22 16:11:00,7.95,13098.0,United Kingdom
479817,C577196,23283,DOORMAT VINTAGE LEAF,-6,2011-11-18 11:45:00,8.25,16924.0,United Kingdom
255454,C559347,20838,FRENCH LATTICE CUSHION COVER ,-12,2011-07-07 17:22:00,0.85,18072.0,United Kingdom
383002,C569985,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,-24,2011-10-06 19:51:00,4.15,15365.0,United Kingdom
390505,C570553,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,-1,2011-10-11 11:01:00,4.15,14800.0,United Kingdom
424042,C573180,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,-1,2011-10-28 11:00:00,4.15,nan,United Kingdom
465425,C576235,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,-3,2011-11-14 13:28:00,4.15,17769.0,United Kingdom
497387,C578367,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,-4,2011-11-24 11:00:00,4.15,14640.0,United Kingdom
486514,C577737,23042,PAPER LANTERN 7 POINT SNOW STAR,-10,2011-11-21 13:25:00,6.65,15681.0,United Kingdom
383003,C569985,23041,PAPER LANTERN 9 POINT SNOW STAR,-24,2011-10-06 19:51:00,4.15,15365.0,United Kingdom
197418,C553905,23064,CINDERELLA CHANDELIER ,-1,2011-05-19 18:11:00,49.95,15622.0,United Kingdom
225434,C556678,23064,CINDERELLA CHANDELIER ,-4,2011-06-13 17:21:00,41.75,13658.0,United Kingdom
274048,C560877,23064,CINDERELLA CHANDELIER ,-1,2011-07-21 15:14:00,49.95,16859.0,United Kingdom
296531,C562915,23064,CINDERELLA CHANDELIER ,-1,2011-08-10 13:35:00,49.95,13388.0,United Kingdom
311394,C564279,23064,CINDERELLA CHANDELIER ,-3,2011-08-24 10:54:00,49.95,17706.0,United Kingdom
331018,565935,23064,Crushed,-8,2011-09-08 10:46:00,0.0,nan,United Kingdom
393563,C570831,23064,CINDERELLA CHANDELIER ,-2,2011-10-12 13:25:00,49.95,14911.0,EIRE
402443,C571499,23064,CINDERELLA CHANDELIER ,-10,2011-10-17 15:07:00,41.75,12454.0,Spain
410564,C572109,23064,CINDERELLA CHANDELIER ,-1,2011-10-20 18:24:00,49.95,13350.0,United Kingdom
414129,C572343,23064,CINDERELLA CHANDELIER ,-40,2011-10-24 10:40:00,10.0,14607.0,United Kingdom
486241,C577722,23064,CINDERELLA CHANDELIER ,-8,2011-11-21 12:35:00,10.0,14607.0,United Kingdom
171576,551432,21923,missing,-5,2011-04-28 15:06:00,0.0,nan,United Kingdom
171578,551434,20896,missing,-5,2011-04-28 15:07:00,0.0,nan,United Kingdom
171579,551435,20825,missing,-5,2011-04-28 15:08:00,0.0,nan,United Kingdom
171714,551442,85060,missing,-4,2011-04-28 15:50:00,0.0,nan,United Kingdom
171720,551446,35594,missing,-4,2011-04-28 15:58:00,0.0,nan,United Kingdom
171725,551451,21330,missing,-4,2011-04-28 16:01:00,0.0,nan,United Kingdom
171728,551454,78027,missing,-3,2011-04-28 16:02:00,0.0,nan,United Kingdom
171735,551461,21806,missing,-3,2011-04-28 16:05:00,0.0,nan,United Kingdom
222011,556311,37471,sold as set on dotcom,-12,2011-06-10 10:45:00,0.0,nan,United Kingdom
341324,C566752,23130,MISTLETOE HEART WREATH GREEN,-1,2011-09-14 15:46:00,4.15,14397.0,United Kingdom
488179,C577799,23130,MISTLETOE HEART WREATH GREEN,-8,2011-11-21 16:55:00,4.15,13458.0,United Kingdom
268473,560427,84629,missing,-2,2011-07-18 15:16:00,0.0,nan,United Kingdom
302497,C563433,84629,WHITE 3 FRAME BIRDS AND TREE ,-1,2011-08-16 12:14:00,4.95,16033.0,United Kingdom
255455,C559347,20836,FRENCH PAISLEY CUSHION COVER,-12,2011-07-07 17:22:00,0.83,18072.0,United Kingdom
300476,C563197,23160,REGENCY TEA SPOON,-3,2011-08-14 09:57:00,1.25,13047.0,United Kingdom
304684,C563601,23160,REGENCY TEA SPOON,-3,2011-08-18 06:25:00,1.25,13047.0,United Kingdom
446822,C574922,23161,REGENCY CAKE FORK,-12,2011-11-07 16:39:00,1.25,15502.0,United Kingdom
407331,C571860,23164,REGENCY CAKE SLICE,-1,2011-10-19 13:42:00,4.95,14175.0,United Kingdom
172868,551569,85226C,missing,-6,2011-05-03 11:13:00,0.0,nan,United Kingdom
172870,551571,47591A,missing,-6,2011-05-03 11:14:00,0.0,nan,United Kingdom
172871,551572,37424,missing,-6,2011-05-03 11:15:00,0.0,nan,United Kingdom
172877,551578,90037D,missing,-5,2011-05-03 11:19:00,0.0,nan,United Kingdom
172881,551582,84857A,missing,-5,2011-05-03 11:21:00,0.0,nan,United Kingdom
172882,551583,84482,missing,-5,2011-05-03 11:21:00,0.0,nan,United Kingdom
172919,551589,21854,missing,-2,2011-05-03 11:30:00,0.0,nan,United Kingdom
302068,C563375,23149,ANTIQUE IVORY WIRE BOWL SMALL,-6,2011-08-16 10:27:00,2.49,14911.0,EIRE
407323,C571858,23149,ANTIQUE IVORY WIRE BOWL SMALL,-5,2011-10-19 13:38:00,2.49,14257.0,United Kingdom
182569,C552556,23299,FOOD COVER WITH BEADS SET 2 ,-6,2011-05-10 11:21:00,3.75,17504.0,United Kingdom
378241,C569636,23299,FOOD COVER WITH BEADS SET 2 ,-2,2011-10-05 12:14:00,3.75,12841.0,United Kingdom
197416,C553904,23298,SPOTTY BUNTING,-32,2011-05-19 18:10:00,4.95,13081.0,United Kingdom
205937,C554847,23298,SPOTTY BUNTING,-3,2011-05-26 19:56:00,4.95,12909.0,United Kingdom
209683,C555262,23298,SPOTTY BUNTING,-3,2011-06-01 15:39:00,4.95,12909.0,United Kingdom
244400,C558521,23298,SPOTTY BUNTING,-2,2011-06-30 10:31:00,4.15,13113.0,United Kingdom
300950,C563224,23298,SPOTTY BUNTING,-1,2011-08-14 14:33:00,4.95,12409.0,Switzerland
337758,C566467,23298,SPOTTY BUNTING,-8,2011-09-12 18:04:00,4.95,14688.0,United Kingdom
350502,C567643,23298,SPOTTY BUNTING,-1,2011-09-21 14:16:00,4.15,12409.0,Switzerland
352986,C567708,23298,SPOTTY BUNTING,-4,2011-09-22 09:53:00,4.95,15201.0,United Kingdom
378238,C569636,23298,SPOTTY BUNTING,-1,2011-10-05 12:14:00,4.95,12841.0,United Kingdom
383035,C569989,23298,SPOTTY BUNTING,-4,2011-10-06 20:08:00,4.95,16839.0,United Kingdom
385942,C570221,23298,SPOTTY BUNTING,-49,2011-10-09 12:56:00,3.74,13113.0,United Kingdom
501802,C578832,23298,SPOTTY BUNTING,-2,2011-11-25 15:18:00,4.95,13069.0,United Kingdom
531818,C580971,90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,-36,2011-12-06 15:04:00,0.38,14298.0,United Kingdom
369949,C569113,23045,PAPER LANTERN 5 POINT STAR MOON ,-20,2011-09-30 12:50:00,4.15,13426.0,United Kingdom
214675,C555600,23200,JUMBO BAG PEARS,-10,2011-06-06 11:17:00,2.08,12633.0,Germany
